nome,altura,largura,profundidade,peso,image_url,L_imagem,predict
Cadeira Gamer Thunderx3 Preto - Tgc12 Preto Preto</h1,52.0,53.0,127.0,13.0,https://product-hub-prd.madeiramadeira.com.br/162147197/images/bc75c7e6-99fa-466c-894f-ef5df4c1ba588c565be9standardresolution.jpg,633537296,12
Cadeira de escritório presidente eames Kelter V304 Ci,96.0,81.0,118.0,5.0,https://product-hub-prd.madeiramadeira.com.br/176305780/images/c41520a8-2296-4eef-b529-67129fcba49d7ab3b5c757cce35a9ba162e2c3.jpg,703052652,57
Cadeira de Escritório Presidente com Encosto Reguláve,105.7,50.0,45.0,19.45,https://product-hub-prd.madeiramadeira.com.br/730595/images/39010054-f32b-4f87-bcc2-dccf90444ae3plaxmetal1655226369198zoom.jpg,1648096982,66
Cadeira Gomos Pu Office Preta PRETO</h1>,77.0,47.0,42.0,4.0,https://product-hub-prd.madeiramadeira.com.br/4237744/images/c93e8efb-614c-4465-b4c8-91e677f20ebe32556839cadeiragomospuofficepretafd4919pr5891600x600.jpg,258603081,90
Cadeira Presidente Giratória Reclinável para Escritór,58.0,68.0,51.0,13.0,https://product-hub-prd.madeiramadeira.com.br/4475212/images/e793ce46-41cc-4ef4-8c37-d201752f6bf756301239cadeirapresidentegiratoriareclinavelparaescritorioazul3392185126441598x600.jpg,229858054,0
Cadeira Diretor Basic Office </h1>,118.5,51.0,61.0,15.0,https://product-hub-prd.madeiramadeira.com.br/1021693/images/2b435116-3c67-40c6-8f37-6950103ffca3cadeiradiretorbasicoffice2951241.jpg,418275983,56
Cadeira Secretária 04 pés – Corino Preto – MARTIFLEX ,200.0,200.0,200.0,50.0,https://product-hub-prd.madeiramadeira.com.br/373437256/images/de4f16e1-1985-41a3-8a78-e2941888dd52151374193301.png,1109801466,55
Cadeira Gold Secretária S Regulagem de Altura Corano ,86.0,49.0,56.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2619394/images/a9ae33fd-4a31-45af-a07d-c7e97093c47a99024382cadeiragoldsecretariasregulagemdealturacoranopreto79093896661171450x600.jpg,173383530,45
Cadeira Presidente em Couro Pu Marrom PEL-7616C </h1>,60.0,50.0,74.0,19.0,https://product-hub-prd.madeiramadeira.com.br/1558440/images/696106a1-976f-4fab-880b-67163c74894284dcabd607d1df2996cc352a99.jpg,876167271,99
Cadeira Hidráulica Reclinável Barbeiro Salão Pelegrin,132.0,75.0,147.0,5.0,https://product-hub-prd.madeiramadeira.com.br/912788226/images/7ed016a2-72d3-4a05-9120-6876c4ff2055standardresolution.jpg,613031018,72
Cadeira para Escritório Presidente Giratória Falcon 3,127.0,64.0,61.0,15.0,https://product-hub-prd.madeiramadeira.com.br/809465/images/809465_1.jpg,954246054,77
Cadeira Gamer Prizi Runner - Vermelha Preto</h1>,125.0,54.0,47.0,13.0,https://product-hub-prd.madeiramadeira.com.br/216056524/images/ebf7e566-e94b-457e-a938-ab5f338e52ca21ba37a7standardresolution.jpg,660901740,79
Cadeira Gamer ThunderX3 EC3 Branca </h1>,33.0,68.0,84.0,25.3,https://product-hub-prd.madeiramadeira.com.br/571162846/images/cff1475e-ed4e-4f53-bd78-7312f09a2e971.jpg,181601655,82
Cadeira Hoteleira Auditório Empilhável Sintético M23 ,87.0,49.0,51.0,7.0,https://product-hub-prd.madeiramadeira.com.br/939208094/images/caf3927e-9066-44e5-8f3b-d12cb26758403d5bf1eab882fa754972649005.jpg,608803816,54
"Poltrona Gaia Cadeira Giratória Rodizio Sala, Quarto,",88.0,60.0,60.0,12.0,https://product-hub-prd.madeiramadeira.com.br/698467595/images/9df034b1-53e0-4cc3-9f36-934994e52e4fd9eeff0ebd1ca99521280x1280.jpg,1155815685,22
Cadeira Giratória Charles Eames Esteirinha Couro Pu B,113.0,47.0,47.0,10.0,https://product-hub-prd.madeiramadeira.com.br/4327467/images/26a59445-6807-4400-a306-ff9ddba1930380453938cadeiragiratoriacharleseamesesteirinhacouropubranco11p101219071600x600.jpg,267247028,19
Cadeira Diretor LISA Giratória – Braço Corsa – Corino,200.0,200.0,200.0,11.0,https://product-hub-prd.madeiramadeira.com.br/703955138/images/f320f4d3-acc0-446a-98b0-19a1b84b1dfc151377394961.png,1058567272,5
Cadeira Caixa Alta Secretária Couro Eco com Rodízios ,116.0,68.0,55.0,4.0,https://product-hub-prd.madeiramadeira.com.br/4422416/images/f5252de8-d1ba-4ce2-89a2-79d3d23f017327357977cadeiracaixaaltasecretariacouroecopretocomrodiziosag406t6552041600x600.jpg,233730920,89
Cadeira Gamer Drakon CH31BK Preta - ELG Preto</h1>,84.0,127.0,66.0,14.0,https://product-hub-prd.madeiramadeira.com.br/842115730/images/cc2fa6ae-2424-43d4-9b5e-75cfc4e0a9acBKPretaELG2366253Resultado.jpg,608179265,54
Cadeira Game New Wg-02 - Vermelha </h1>,52.0,81.0,67.0,16.0,https://product-hub-prd.madeiramadeira.com.br/594369901/images/dcff816f-97e0-4358-bb09-05b79a0767c7af19eedb287169d45e8ec9a8a8.jpg,963018924,77
Cadeira Escritório Presidente Luxo Monique com mola e,200.0,200.0,200.0,60.0,https://product-hub-prd.madeiramadeira.com.br/418565392/images/8e2f39d4-7c54-459f-8a46-5558a82c8acc5b292ae65b3f7b151749145712.png,2288005691,21
Cadeira de Escritório Presidente Ergonômica Day Compr,100.0,62.0,62.0,10.0,https://product-hub-prd.madeiramadeira.com.br/2779573/images/7d9ea570-0c07-47d1-8965-79c806778c2568223212cadeiraescritoriogiratoriapresidentedaycomprealegrecomrelaxrosegold100nacional46546567101389x508.jpg,132442710,71
Cadeira Secretária Giratória Couro Ecológico - Preto ,87.0,41.0,50.0,4.0,https://product-hub-prd.madeiramadeira.com.br/4403211/images/486377cc-bd1a-4577-bde3-d9af0324cc7e17762964cadeirasecretariagiratoriacouroecologicopretoag401vt6552041600x600.jpg,229426569,0
Cadeira de Escritório Florença Baixa - Branca </h1>,68.0,84.0,81.0,5.0,https://product-hub-prd.madeiramadeira.com.br/136587557/images/57bca0d1-4c39-449d-ba29-1e5d4204d652065054fda579209a3d4f0965c4.jpg,733126806,69
Cadeira Office Soft Alta - Preto </h1>,68.0,58.0,84.0,3.0,https://product-hub-prd.madeiramadeira.com.br/227641802/images/eeacc72e-231c-463b-888d-328dbb1a5c1083eb6c99232bd7fb126f4b5a9a.jpg,663542528,79
Cadeira Giratória Job Diretor Executiva Crepe Azul Ma,103.0,62.0,65.0,16.0,https://product-hub-prd.madeiramadeira.com.br/1794358/images/c27bb3db-5926-4f0b-8022-0844d5a5c793decor79081440183831600x600.jpg,199444897,31
Cadeira B-ONE Back System com Braços Reguláveis – Cor,200.0,200.0,200.0,8.0,https://product-hub-prd.madeiramadeira.com.br/899758079/images/355c2bf3-4451-4e4f-9047-84d5f8b25c5748corrigircor600x600copia.jpeg,216035644,50
Cadeira Plástica Realplast 4 Pés-Plástico Preto (Poli,66.0,96.0,66.0,3.0,https://product-hub-prd.madeiramadeira.com.br/3086181/images/29899f09-5d45-495f-8dfa-dbeeec634ff132d5963925644dd5921739b8deb22d1d31744921cadeiraplasticarealplast04pesplasticopretopolipropileno312013120121831600x600.jpg,224787819,76
Cadeira Secretária Giratória Braços Tecido Preto </h1,86.0,55.0,55.0,6.0,https://product-hub-prd.madeiramadeira.com.br/2566857/images/8d1ff1a7-3d18-497e-bd3b-a9e01158659b48832121cadeirasecretariagiratoriabracostecidopretoag400s1052041600x600.jpg,223612279,76
Cadeira Gamer Vickers Preta/Rosa Fortrek </h1>,67.0,65.0,85.0,5.0,https://product-hub-prd.madeiramadeira.com.br/2637601/images/39172573-b836-4873-b54d-19713bf6320032203785cadeiragamervickerspretarosafortreksku457155451600x600.jpg,234633255,89
Cadeira Escritório Presidente Base Cromada Giratória ,88.0,51.0,66.0,15.0,https://product-hub-prd.madeiramadeira.com.br/811522233/images/49397558-0a18-42f1-912a-de72c9470636789989631609730.jpg,587422437,23
Cadeira de Escritório Secretária com Braços Preto Rce,82.0,42.0,39.0,11.0,https://product-hub-prd.madeiramadeira.com.br/4304289/images/665d18a1-b28c-479c-b4f2-d4460fad50c722702119cadeiradeescritoriosecretariacombracopretorcecsbrce113c865541372x600.jpg,114912491,84
Cadeira Gamer Giratória MIG 3319 OR Design Preto/Verm,91.5,55.5,41.0,16.83,https://product-hub-prd.madeiramadeira.com.br/654470/images/a8ac36fd-8110-4cb0-abc1-4c50d994be58overmelho1647541483198zoom.jpg,1425033118,85
Cadeira Eames PP Azul Bic Emporio Tiffany Office Crom,51.0,88.0,68.0,11.0,https://product-hub-prd.madeiramadeira.com.br/595931130/images/ea48867a-5d99-406c-9f90-e59cb0cf13fastandardresolution.jpg,146851286,51
Cadeira Executiva Ergonômica Giratória Couro Ecológic,84.0,58.0,68.0,5.0,https://product-hub-prd.madeiramadeira.com.br/4475274/images/b087b3f2-c8df-46c6-8773-3e90ccf6fb3a22485889cadeiraexecutivaergonomicagiratoriacouroecologicopretocombracoregulavel3323200126441599x600.jpg,227927831,0
Cadeira Para Escritório E Home Office Zara Base Girat,67.0,111.0,88.0,14.0,https://product-hub-prd.madeiramadeira.com.br/478949020/images/69dc600a-e886-48bd-a98c-20ebc63df04f3caaef90cefe01c800771x1047.jpg,500437103,48
Cadeira Office BW Prime 11PM: Preta Preto</h1>,109.0,62.0,50.0,15.0,https://product-hub-prd.madeiramadeira.com.br/909849943/images/ba8ccca1-c0d9-436b-a680-f6999e6cf1736e140686556eb812f5af4bbdb7.png,0,10
Cadeira Eiffel Botonê Special Estofada Base Madeira -,85.0,43.0,111.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2666183/images/0127cd55-2237-486a-85ef-9d604624e089rquesaclaro10353131600x600.jpg,264494691,19
Cadeira de Escritório Presidente Job Ergonômica com B,108.0,44.0,65.0,4.0,https://product-hub-prd.madeiramadeira.com.br/2854084/images/35c4d1ee-87c6-49f2-8b07-ae4db0155ee069931659cadeiradeescritoriopresidentejobergonomicacombracosn17abnttecidofrisokar78970804867481600x600.jpg,214932170,50
Cadeira de Escritório Presidente Giratória - Couro Pu,110.0,52.0,55.0,10.0,https://product-hub-prd.madeiramadeira.com.br/1016568/images/d5db0c24-e805-4daa-ada1-8d062fe8eb7acadeiraescritoriopresidentegiratoriacouropucomrelax92131.jpg,441988775,91
Cadeira de Escritório Florença Alta - Caramelo </h1>,110.0,54.0,48.0,8.0,https://product-hub-prd.madeiramadeira.com.br/4437481/images/b1a9b190-5627-4124-aff7-54419167e2f067990144cadeiradeescritorioflorencaaltacaramelosku1647v172723471600x600.jpg,251564296,46
Cadeira Gamer Netenho Rozhok Branco/Preto</h1>,138.0,72.0,64.0,25.0,https://product-hub-prd.madeiramadeira.com.br/124388449/images/fe55fdc8-eccb-4e24-aa8f-950b3885fc4f72742f6cstandardresolution.jpg,418350426,56
Cadeira Gamer Thunderx3 Profissional TGC12 Rosa </h1>,33.0,68.0,84.0,25.3,https://product-hub-prd.madeiramadeira.com.br/478292055/images/6f64f967-30b0-421f-ab3e-80639a06e1361.jpg,193794691,82
Cadeira Viena Alta Preta Preto</h1>,118.0,88.0,81.0,7.735,https://product-hub-prd.madeiramadeira.com.br/4771127/images/a19cc138-83f0-45ee-a3c2-779bde4b67ac68531027cadeiravienaaltapreta2114463200133141600x600.jpg,241533225,32
Cadeira Gamer Marvel Homem Aranha Black Preto / Verme,51.0,67.0,52.0,5.0,https://product-hub-prd.madeiramadeira.com.br/229266723/images/94aa6aa6-27a2-4f91-b8ed-31cc19217d52standardresolution.jpg,604004032,54
Cadeira de Escritório Giratória com Regulagem de Altu,84.0,68.0,58.0,7.0,https://product-hub-prd.madeiramadeira.com.br/732635504/images/e9182b61-c9f6-40b7-9487-97ff5b9a03d1753918e801170ad2d2d8d0cac7.jpg,628482790,12
Cadeira Altrix Espaldar Alto Fixo Relax Dir Std RPU B,81.0,81.0,84.0,15.0,https://product-hub-prd.madeiramadeira.com.br/584519709/images/5ddec586-3cd0-41eb-a999-b9bd59d43d7459c388b414872395317frontal.png,0,10
Cadeira Gamer MX11 de escritório Giratoria MYMAX:Verm,123.0,72.0,63.0,21.0,https://product-hub-prd.madeiramadeira.com.br/659398376/images/d94a15fd-04dc-4cf9-9fed-03341d1bfb48157019045769392221600auto.webp,626333948,12
Cadeira Brizza Diretor Relax com base Piramidal PLAXM,81.0,127.0,127.0,15.0,https://product-hub-prd.madeiramadeira.com.br/708647268/images/4e46ebb8-f499-4e87-b25b-cadeb934fef4890ec53cbe7121ab3d89eb3ff9.png,0,10
Cadeira de Escritório Presidente Deluxe - Ga202 Ga202,78.0,33.0,65.0,14.9,https://product-hub-prd.madeiramadeira.com.br/3857877/images/0c5186dd-9877-4503-baa0-22eb83603c1f57917283cadeiradeescritoriopresidentedeluxega202ga20263937821600x600.jpg,224702847,76
Cadeira Gamer Profissional Ergonômica Reclinável Tc3 ,118.0,66.0,84.0,10.0,https://product-hub-prd.madeiramadeira.com.br/3813299/images/8aa81c18-0972-470d-97c7-72be69e4e17989972146cadeiragamerprofissionalergonomicareclinaveltc3allwhitethunderx3sku18196591600x600.jpg,236043820,89
Cadeira Giratória Elen Preto Base Madeira </h1>,79.0,54.0,56.5,4.0,https://product-hub-prd.madeiramadeira.com.br/3237854/images/be8ee181-2aae-4f87-b20b-775e323ab2cc62982916cadeiragiratoriaelenpretobasemadeiradrossisku41113531600x600.jpg,240670012,32
Cadeira para Escritório Presidente Giratória Reguláve,123.0,61.0,55.0,15.0,https://product-hub-prd.madeiramadeira.com.br/816439/images/ffa9317c-4820-416b-a674-3fb48c839842tofratini1666870759188zoom.jpg,1508330147,95
Cadeira De Escritório Esteirinha Giratória Com Relax ,111.0,52.0,47.0,120.0,https://product-hub-prd.madeiramadeira.com.br/660966118/images/c5fb1f49-210c-4163-b504-62ab155fbb2aesteirinhabrancafrentealta.jpg,738766056,69
Cadeira Eames Tower Preta Empório Tiffany Base Cobre ,81.0,66.0,66.0,8.0,https://product-hub-prd.madeiramadeira.com.br/336222655/images/a4a5c9dc-ca94-4143-9c56-6fa0e738a4d5standardresolution.jpg,684676201,7
Cadeira de Escritório Florença Giratória – Base Croma,127.0,118.0,67.0,15.0,https://product-hub-prd.madeiramadeira.com.br/331814570/images/3f3a275a-d01a-409d-b1fc-f9de2c7fccf5151557106011.png,968042132,77
Cadeira de Escritório Presidente Ergonômica Day Compr,100.0,62.0,62.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2779572/images/f972b2af-1ce9-479c-9fdd-5503d92f932a89193251cadeiraescritoriopresidentegiratoriadaymarromcomprealegremarrom100nacional97949167101417x460.jpg,109992422,84
Cadeira de Escritório Eiffel Gomos Base Giratória Pre,95.0,41.0,39.0,6.0,https://product-hub-prd.madeiramadeira.com.br/543049816/images/dae9313c-5dbd-4e85-9399-24c0938c20aestandardresolution.jpg,719958892,18
Cadeira Executiva com Back System Linha Office Plus <,111.0,67.0,127.0,3.0,https://product-hub-prd.madeiramadeira.com.br/2596062/images/2ce4daeb-e7ce-425c-a7c8-1c76ce041c1c69858052cadeiraexecutivacombacksystemlinhaofficeplusverdedo00027256571510x600.jpg,191718959,82
Cadeira de Escritório Secretária Anatômica White Lila,88.0,51.0,52.0,7.5,https://product-hub-prd.madeiramadeira.com.br/2619410/images/b1034146-3a3b-44a8-902a-e985a72a4e4733943425cadeiradeescritoriosecretariaanatomicawhitelilasprdgycfdyvx86no21791433x600.jpg,183664069,82
Cadeira Secretaria Giratoria Savoia Tecido preto </h1,51.0,51.0,84.0,8.0,https://product-hub-prd.madeiramadeira.com.br/920076515/images/a426ee59-134a-448b-9bb6-17cff4161c31e8c97db701e11952f8e38f71e4.jpg,167775167,16
Cadeira Secretária Giratória Tecido Preto </h1>,86.0,55.0,50.0,13.0,https://product-hub-prd.madeiramadeira.com.br/2547962/images/ed58af2b-1341-4fad-829c-42a1ec75191057419956cadeirasecretariagiratoriatecidopretoag401s1052041600x600.jpg,223012511,76
Cadeira Escritório Diretor Giratória Relax Rodizio Er,102.0,49.0,53.0,11.0,https://i.ytimg.com/vi_webp/J1aVFJS0eQo/sddefault.webp,70252253,24
Cadeira Para Escritório E Home Office Zara Base Girat,58.0,111.0,66.0,14.0,https://product-hub-prd.madeiramadeira.com.br/749764600/images/a18d848c-0f6e-48e2-8775-c7093b4af06143880d01add628f70b728x1047.jpg,511695200,83
Cadeira Caixa EXECUTIVA LISA Sem Braços – (Aranha MAR,200.0,200.0,200.0,3.0,https://product-hub-prd.madeiramadeira.com.br/526799969/images/633ce17c-9c38-474c-804d-59fdc462fb13151377425501.png,1087969467,96
Cadeira Gamer Star Game Reclinável WG-03 - cor Preta ,45.0,80.0,35.0,14.0,https://product-hub-prd.madeiramadeira.com.br/743595427/images/87f181ff-41a3-4519-a7ff-b35b9d20f36b61eaa35c0971ebe65da6638c3b.jpg,630770676,12
Cadeira Executiva COSTURADA Giratória com Braços Regu,200.0,200.0,200.0,3.0,https://product-hub-prd.madeiramadeira.com.br/330372066/images/160df9c2-8470-4389-b27c-b2fccd16a0cesenho20sem20titulo202copia.jpg,893254648,73
Cadeira Brizza Presidente Back System c/ Apoio Gupe D,81.0,52.0,84.0,8.0,https://product-hub-prd.madeiramadeira.com.br/156803079/images/b81478a7-cb07-4d5f-95c9-57e13ccb9afb0b2857e71dbb941115fc0a860.jpeg,158418539,16
Cadeira Presidente PEL-1652 Giratória Preta - Pelegri,111.0,88.0,53.0,10.0,https://product-hub-prd.madeiramadeira.com.br/1447402/images/b982d0a5-4be1-4b52-9265-35f6686bb62a69913610cadeirapresidentepel1652giratoriapretapelegrin78986259800971600x600.jpg,215302484,50
Cadeira Hidráulica Reclinável Barbeiro Salão Pelegrin,125.0,75.0,157.0,8.0,https://product-hub-prd.madeiramadeira.com.br/390958836/images/2b36901c-7426-43ac-9b96-a77eb7e7fcf9standardresolution.jpg,602504116,54
Cadeira de Escritório Addit Ergonômica Cinza - Frisok,89.0,70.0,65.0,13.0,https://product-hub-prd.madeiramadeira.com.br/3063431/images/fea5ed29-e00b-4248-b84c-aec880e571ee60760872cadeiradeescritorioadditergonomicacinzafrisokarsku5769471600x554.jpg,234201662,89
CADEIRA MARELLI YOU 213 VINÍLICO PRETO COM ESTRUTURA ,58.0,53.0,96.0,14.0,https://product-hub-prd.madeiramadeira.com.br/314803567/images/34e4df59-573d-4308-acfc-96729409f93bod03jpgv637490787659770000.jpg,661304155,79
Cadeira Para Escritório E Home Office Zara Base Girat,88.0,67.0,52.0,14.0,https://product-hub-prd.madeiramadeira.com.br/540487495/images/c72dd4a2-b52b-45c1-941c-8e56bc2a1a80e3ad6b7e15be037f3e730x1047.jpg,401022110,14
Cadeira de Escritório Giratória Marelli You 213 Azul ,53.0,127.0,84.0,14.0,https://product-hub-prd.madeiramadeira.com.br/4147630/images/11d13ab0-d9c0-4c9a-b352-df8a4f3c497934848657cadeiramarelliyou213azulturquesacomestruturabranca3767500u113551600x600.jpg,258906779,90
Cadeira Escritório Presidente Mola Luxo Monique Relax,125.0,60.0,118.0,14.0,https://product-hub-prd.madeiramadeira.com.br/735719958/images/b7d504ea-3928-41fe-81c8-3dec2b9b18e015124678136mlepreta1.jpg,976055197,33
Poltrona Presidente Tela Mk - 4000 - Ass/Enc Telado -,96.0,63.0,111.0,6.0,https://product-hub-prd.madeiramadeira.com.br/1997442/images/fdd230ec-de45-4800-a7b3-9ba488d1937eab4422856ac9438fba7227db0e803a8236805481poltronapresidentetelamk4000assencteladomakkon300133001321831600x600.jpg,241486225,32
Cadeira Gamer Pelegrin em Couro Pu Reclinável PEL-301,68.0,55.0,68.0,4.0,https://product-hub-prd.madeiramadeira.com.br/2808612/images/5f23b041-138f-4df5-926c-68ce95f9655d21490445cadeiragamerpelegrinemcouropureclinavelpel3019preta79082706018791600x600.jpg,226828332,0
Cadeira Escritório Mesh Fixa Preta Base Cromada - WAW,58.0,96.0,111.0,13.0,https://product-hub-prd.madeiramadeira.com.br/712878872/images/9f75a9dc-cef8-455c-a65f-507265b0d2e753c58b47e9b1cb2a4dbc555db4.jpg,651609571,28
Cadeira de Escritório Diretor Pelegrin PEL-5611 em Co,58.0,45.0,40.0,6.0,https://product-hub-prd.madeiramadeira.com.br/4345136/images/7395798d-7b87-4d69-9206-d8e71e765ef615998242cadeiradeescritoriodiretorpelegrinpel5611emcouropupreta33856771386x600.jpg,129865806,71
Cadeira Gamer Pc Top Strike Azul - 1005 </h1>,124.0,127.0,52.0,7.0,https://product-hub-prd.madeiramadeira.com.br/4343738/images/e7c1f087-3d51-4279-bf3c-ccd262ea36c341397391cadeiragamerpctopstrikeazul1005all0079465104981600x600.jpg,230716501,0
Cadeira de Escritório Presidente Giratória Estofada A,107.0,66.0,73.0,14.7,https://product-hub-prd.madeiramadeira.com.br/656208/images/886617ec-1681-4ff0-82eb-5fdfe8f14651rmeurivatti65620811600x600.jpg,227864030,0
Cadeira de Escritório Presidente Giratória com Regula,96.0,63.0,84.0,15.0,https://product-hub-prd.madeiramadeira.com.br/2130600/images/df7ad930-b49b-49ca-a211-eebcfa0f7024nbelo79081077642581600x600.jpg,228292428,0
Cadeira Gamer Giratória Reclinável Best Azul Azul</h1,84.0,51.0,127.0,12.0,https://product-hub-prd.madeiramadeira.com.br/3129873/images/cdbf2bdb-553c-4e13-8f51-b03075962860lbest78985896721131600x600.jpg,229229425,0
Cadeira Ergonomica modelo Ergohuman v1 </h1>,67.0,53.0,84.0,20.22,https://product-hub-prd.madeiramadeira.com.br/607268578/images/9038f431-add5-4f6f-9c12-15e949991628a3bc8746349d3bf660bd89f0fd.jpg,650069678,28
Cadeira Executiva Giratória Tecido Preto </h1>,93.0,55.0,55.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2566858/images/ed1410b8-9252-4548-8c79-8fe78db9756d51790577cadeiraexecutivagiratoriatecidopretoag303s1052041600x600.jpg,230060280,0
Cadeira Interlocutor Tela OR-3312 (Fixa) Cromada – Co,200.0,200.0,200.0,13.0,https://product-hub-prd.madeiramadeira.com.br/548393023/images/af270a73-67bf-4b79-a25e-39d991fc3099151377381441.png,937077136,13
Cadeira Escritório Giratória Verona Rosê Gold Movelar,118.0,127.0,53.0,9.0,https://product-hub-prd.madeiramadeira.com.br/437270821/images/88a7e03f-10a6-4be3-9bde-4bc165a79bde2304ec87705b09dbb4e1e44503.jpg,243570408,68
Cadeira de Escritório Fixa Aproximação Beezi Base Pre,66.0,51.0,66.0,7.0,https://product-hub-prd.madeiramadeira.com.br/481120584/images/77d841a2-b268-448d-8ca1-302cb229c34314694554623grafite1.JPG,129145776,6
Cadeira Giratória Para Escritório em Couro PU Preta W,114.0,64.0,54.0,12.0,https://product-hub-prd.madeiramadeira.com.br/239392955/images/43d43770-85ce-4625-b88b-048b7c12534f1354246714829571.jpg,999860447,27
Cadeira Presidente 312P Ergonomica-Infomóveis </h1>,66.0,60.0,60.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2999242/images/ec50d401-f0d0-4038-9452-0e47a1622dd3ea6f338634df92032e04d15fce.jpg,474695016,75
Cadeira Mocho com Encosto – Corino Preto – MARTIFLEX ,200.0,200.0,200.0,11.0,https://product-hub-prd.madeiramadeira.com.br/135329419/images/21a667d1-d33c-4452-8621-dedd92162e007771658102255151801600x600.jpg,246544724,68
Cadeira Secretaria Fixa Pé Palito Estofada Jserrano A,35.0,130.0,32.0,4.0,https://product-hub-prd.madeiramadeira.com.br/382203485/images/ddb9f06b-1d47-46cf-aa70-7aa675ac3ba0oriorecepcaojserranoazul01.jpg,756271134,47
Cadeira Executiva Costurada Giratória Sem Braços - Co,67.0,51.0,118.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2764235/images/a79328eb-0e5b-49b8-a87a-288b5f6cb90331112231cadeiraexecutivacosturadagiratoriasembracoscorpretamartiflex310023100246511600x600.jpg,225825971,0
Cadeira de Escritório Executiva Rv Vermelho </h1>,37.0,46.0,42.0,10.0,https://product-hub-prd.madeiramadeira.com.br/3898086/images/4e0cc5c0-e9a0-4371-a86d-574a5a31cce326089825cadeiraescritorioexecutivarvvermelhocerv133365541359x600.jpg,123716957,6
Cadeira Mocho Alta Preto Nice </h1>,52.0,96.0,68.0,12.0,https://product-hub-prd.madeiramadeira.com.br/461258140/images/6c1f8db6-83f2-40c6-91cd-ce475345b4020d60c9e80486a8210a45a50ea4.jpg,1213520878,59
Cadeira Consultorio Saarinen Preta - Base Office Crom,94.0,56.0,61.0,5.0,https://product-hub-prd.madeiramadeira.com.br/547560739/images/836e287b-4234-4344-b678-6a553e34fadb28ffecd98efeb9bbf6bbe2c882.png,0,10
Cadeira Plástica 04 pés – Plástico Vermelho – REALPLA,200.0,200.0,200.0,3.0,https://product-hub-prd.madeiramadeira.com.br/859036272/images/5fd58816-83d1-4b50-8435-d22dd1e25172629eb5f314bd3d151377374191.png,1098124365,55
Cadeira para Escritório Diretor em Nylon com Braço Re,90.5,60.0,48.0,12.0,https://product-hub-prd.madeiramadeira.com.br/493303/images/2538ec33-4c7f-4998-94c5-a500db755ad6esign78985992242411600x600.jpg,256201981,46
Cadeira Executiva Plus Ut-C161 Preto - Best Importado,127.0,84.0,68.0,14.0,https://product-hub-prd.madeiramadeira.com.br/1218878/images/dab4e91b-e377-4e62-b01c-fe51f93e165053236492cadeiraexecutivaplusutc161pretobestimportadorasku18743441800x800.jpg,436479841,91
Cadeira com Rodízios Eames Office - Escritório - Roxo,42.0,46.0,51.0,7.0,https://product-hub-prd.madeiramadeira.com.br/3804647/images/091c07a8-724f-449d-a8ae-215426fa0f4948194050cadeiracomrodizioseamesofficeescritorioroxotranslucidocadeamoffrxtr7491600x600.jpg,261675542,90
Cadeira Gamer Preta/Cinza - 3318 </h1>,88.0,81.0,88.0,18.0,https://product-hub-prd.madeiramadeira.com.br/1613616/images/76f1175a-ce7e-4f88-a4ad-995a008c613f62333644cadeiragamerpretacinzaordesign331878985992204721500x500.jpg,163177362,16
Poltrona Cadeira Estofada Decorativa Para Escritório ,100.0,100.0,100.0,40.0,https://product-hub-prd.madeiramadeira.com.br/747398107/images/a7c9b9ea-e55b-4bb1-be68-1f73793d8c4300f8709906d18783a9fKar3LZI.png,0,10
Cadeira de Escritório Fixa Aproximação 4 pés Beezi Ba,96.0,81.0,51.0,20.0,https://product-hub-prd.madeiramadeira.com.br/287180150/images/af22bb54-f772-40dd-b3c7-3efe9d5e300a148727592504pespreto.JPG,133043937,71
Manhattan Presidente Fratini Preto Preto</h1>,96.0,52.0,51.0,4.0,https://product-hub-prd.madeiramadeira.com.br/110229072/images/dadaebf1-7313-41c6-996c-a25d5f01bc62c7e74217a59823583e03571ec1.jpg,110480784,84
Poltrona Alice Decorativa Preta Regulagem Altura Rodi,91.0,64.0,66.0,15.0,https://product-hub-prd.madeiramadeira.com.br/3703608/images/bdad7115-d564-47ee-9667-9790e8863e69d2a5ed7bba456d9ed2f9e9679d.png,2810500578,53
Cadeira Oslo Preta </h1>,114.0,64.0,60.0,5.0,https://product-hub-prd.madeiramadeira.com.br/2888998/images/1e203e57-6905-4c67-90d4-d7854efe7df95943064717729468cadeiraoslopretasku198260961zoom1500x1500.jpg600x600.jpg,224595260,76
Cadeira Gamer MX13 Giratoria de escritório MYMAX:Pret,136.5,71.7,53.0,25.0,https://product-hub-prd.madeiramadeira.com.br/420951580/images/30507bb0-e23b-4764-977b-78725a2c77861515703100201061811.jpg,789609455,39
Cadeira Gamer Giratória Com Apoio de Pé Kelter Verde ,127.0,51.0,66.0,14.0,https://product-hub-prd.madeiramadeira.com.br/333430762/images/9d5f79c4-d11c-419f-b847-e1b066882d182a33656881e77b564641d5349e.jpg,592076236,23
